category,post_index,filename,window_title,scraped_at,raw,cleaned,label_disruption,label_type,source
地铁 马来西亚 - 小红书搜索 - Google Chrome,1521,mock_post_1521.png,地铁 马来西亚 - 小红书搜索 - Google Chrome,2026-02-23T09:21:00,"Leisurely kitten
focus on
Service update says all lines are stable with no major delay this morning at Putra Heights.
People shared regular commute and station photos
No emergency notice was posted
There are 17 comments in total
author
reply
Show 3 replies
Say something",Service update says all lines are stable with no major delay this morning at Putra Heights People shared regular commute and station photos No emergency notice was posted There are 17 comments in total author reply Show 3 replies Say something,0,normal_update,synthetic_mock
lrtkelanajaya线 - 小红书搜索 - Google Chrome,1522,mock_post_1522.png,lrtkelanajaya线 - 小红书搜索 - Google Chrome,2026-02-23T09:22:00,"City transit watcher
focus on
Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at KLCC.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2026-04-14
There are 3 comments in total
author
reply
Show 2 replies
Say something",Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at KLCC Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2026 04 14 There are 3 comments in total author reply Show 2 replies Say something,1,incident_service_disruption,synthetic_mock
lrt klcc - 小红书搜索 - Google Chrome,1523,mock_post_1523.png,lrt klcc - 小红书搜索 - Google Chrome,2026-02-23T09:23:00,"Leisurely kitten
focus on
Normal operation resumed and train intervals are back to schedule at Ampang Park.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-11-13
There are 14 comments in total
author
reply
Show 2 replies
Say something",Normal operation resumed and train intervals are back to schedule at Ampang Park People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 11 13 There are 14 comments in total author reply Show 2 replies Say something,0,normal_operation,synthetic_mock
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,1524,mock_post_1524.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-23T09:24:00,"Little Red Potato 66A1
focus on
Commuters reported long queue and train delay after track maintenance at Universiti station at Gombak.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2026-07-22
There are 11 comments in total
author
reply
Show 3 replies
Say something",Commuters reported long queue and train delay after track maintenance at Universiti station at Gombak Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2026 07 22 There are 11 comments in total author reply Show 3 replies Say something,1,incident_delay,synthetic_mock
mrt - 小红书搜索 - Google Chrome,1525,mock_post_1525.png,mrt - 小红书搜索 - Google Chrome,2026-02-23T09:25:00,"Leisurely kitten
focus on
General city transport post not related to outage or malfunction at Universiti.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-04-10
There are 10 comments in total
author
reply
Show 1 replies
Say something",General city transport post not related to outage or malfunction at Universiti People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 04 10 There are 10 comments in total author reply Show 1 replies Say something,0,normal_general,synthetic_mock
mrt fault - 小红书搜索 - Google Chrome,1526,mock_post_1526.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-23T09:26:00,"Little Red Potato 66A1
focus on
Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Ampang Park.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2025-02-05
There are 17 comments in total
author
reply
Show 2 replies
Say something",Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Ampang Park Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2025 02 05 There are 17 comments in total author reply Show 2 replies Say something,1,incident_train_fault,synthetic_mock
地铁 马来西亚 - 小红书搜索 - Google Chrome,1527,mock_post_1527.png,地铁 马来西亚 - 小红书搜索 - Google Chrome,2026-02-23T09:27:00,"Rapid commuter diary
focus on
Routine travel post about route tips and fare sharing at Putra Heights.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2025-07-14
There are 15 comments in total
author
reply
Show 1 replies
Say something",Routine travel post about route tips and fare sharing at Putra Heights People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2025 07 14 There are 15 comments in total author reply Show 1 replies Say something,0,normal_travel_tip,synthetic_mock
🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,1528,mock_post_1528.png,🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,2026-02-23T09:28:00,"Xiaoxuan Talk Malaysia Official
focus on
LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at Wangsa Maju.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 10 comments in total
author
reply
Show 1 replies
Say something",LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at Wangsa Maju Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 10 comments in total author reply Show 1 replies Say something,1,incident_breakdown,synthetic_mock
mrt kajang - 小红书搜索 - Google Chrome,1529,mock_post_1529.png,mrt kajang - 小红书搜索 - Google Chrome,2026-02-23T09:29:00,"Ootashi store
focus on
Routine travel post about route tips and fare sharing at Putra Heights.
People shared regular commute and station photos
No emergency notice was posted
There are 10 comments in total
author
reply
Show 1 replies
Say something",Routine travel post about route tips and fare sharing at Putra Heights People shared regular commute and station photos No emergency notice was posted There are 10 comments in total author reply Show 1 replies Say something,0,normal_travel_tip,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,1530,mock_post_1530.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-23T09:30:00,"City transit watcher
focus on
Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Wangsa Maju.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2026-08-27
There are 2 comments in total
author
reply
Show 1 replies
Say something",Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Wangsa Maju Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2026 08 27 There are 2 comments in total author reply Show 1 replies Say something,1,incident_service_disruption,synthetic_mock
mrtkajang问题 - 小红书搜索 - Google Chrome,1531,mock_post_1531.png,mrtkajang问题 - 小红书搜索 - Google Chrome,2026-02-23T09:31:00,"Leisurely kitten
focus on
Commuting to work was smooth and station crowd level was manageable today at KLCC.
People shared regular commute and station photos
No emergency notice was posted
There are 10 comments in total
author
reply
Show 3 replies
Say something",Commuting to work was smooth and station crowd level was manageable today at KLCC People shared regular commute and station photos No emergency notice was posted There are 10 comments in total author reply Show 3 replies Say something,0,normal_commute,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,1532,mock_post_1532.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-23T09:32:00,"KL daily commuter
focus on
Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Putra Heights.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2026-10-22
There are 17 comments in total
author
reply
Show 3 replies
Say something",Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Putra Heights Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2026 10 22 There are 17 comments in total author reply Show 3 replies Say something,1,incident_maintenance_impact,synthetic_mock
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,1533,mock_post_1533.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-23T09:33:00,"Little Red Potato 66A1
focus on
General city transport post not related to outage or malfunction at Universiti.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-08-05
There are 8 comments in total
author
reply
Show 3 replies
Say something",General city transport post not related to outage or malfunction at Universiti People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 08 05 There are 8 comments in total author reply Show 3 replies Say something,0,normal_general,synthetic_mock
lrt klcc - 小红书搜索 - Google Chrome,1534,mock_post_1534.png,lrt klcc - 小红书搜索 - Google Chrome,2026-02-23T09:34:00,"City transit watcher
focus on
Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Gombak.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2024-08-20
There are 7 comments in total
author
reply
Show 1 replies
Say something",Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Gombak Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2024 08 20 There are 7 comments in total author reply Show 1 replies Say something,1,incident_service_disruption,synthetic_mock
lrtkelanajaya线 - 小红书搜索 - Google Chrome,1535,mock_post_1535.png,lrtkelanajaya线 - 小红书搜索 - Google Chrome,2026-02-23T09:35:00,"Little Red Potato 66A1
focus on
Normal operation resumed and train intervals are back to schedule at Pasar Seni.
People shared regular commute and station photos
No emergency notice was posted
There are 17 comments in total
author
reply
Show 1 replies
Say something",Normal operation resumed and train intervals are back to schedule at Pasar Seni People shared regular commute and station photos No emergency notice was posted There are 17 comments in total author reply Show 1 replies Say something,0,normal_operation,synthetic_mock
mrt - 小红书搜索 - Google Chrome,1536,mock_post_1536.png,mrt - 小红书搜索 - Google Chrome,2026-02-23T09:36:00,"Rapid commuter diary
focus on
Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at KLCC.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2026-08-13
There are 2 comments in total
author
reply
Show 1 replies
Say something",Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at KLCC Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2026 08 13 There are 2 comments in total author reply Show 1 replies Say something,1,incident_service_disruption,synthetic_mock
🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,1537,mock_post_1537.png,🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,2026-02-23T09:37:00,"Ootashi store
focus on
No disruption observed and transfer between lines completed without waiting at Ampang Park.
People shared regular commute and station photos
No emergency notice was posted
There are 18 comments in total
author
reply
Show 2 replies
Say something",No disruption observed and transfer between lines completed without waiting at Ampang Park People shared regular commute and station photos No emergency notice was posted There are 18 comments in total author reply Show 2 replies Say something,0,normal_no_incident,synthetic_mock
lrtkelanajaya故障 - 小红书搜索 - Google Chrome,1538,mock_post_1538.png,lrtkelanajaya故障 - 小红书搜索 - Google Chrome,2026-02-23T09:38:00,"KL daily commuter
focus on
Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Ampang Park.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 4 comments in total
author
reply
Show 2 replies
Say something",Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Ampang Park Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 4 comments in total author reply Show 2 replies Say something,1,incident_maintenance_impact,synthetic_mock
地铁 马来西亚 - 小红书搜索 - Google Chrome,1539,mock_post_1539.png,地铁 马来西亚 - 小红书搜索 - Google Chrome,2026-02-23T09:39:00,"Ootashi store
focus on
General city transport post not related to outage or malfunction at Kelana Jaya.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-11-08
There are 6 comments in total
author
reply
Show 3 replies
Say something",General city transport post not related to outage or malfunction at Kelana Jaya People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 11 08 There are 6 comments in total author reply Show 3 replies Say something,0,normal_general,synthetic_mock
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,1540,mock_post_1540.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-23T09:40:00,"Rapid commuter diary
focus on
Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Ampang Park.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2026-02-19
There are 16 comments in total
author
reply
Show 2 replies
Say something",Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Ampang Park Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2026 02 19 There are 16 comments in total author reply Show 2 replies Say something,1,incident_service_disruption,synthetic_mock
mrt kajang - 小红书搜索 - Google Chrome,1541,mock_post_1541.png,mrt kajang - 小红书搜索 - Google Chrome,2026-02-23T09:41:00,"Rapid commuter diary
focus on
Commuting to work was smooth and station crowd level was manageable today at Wangsa Maju.
People shared regular commute and station photos
No emergency notice was posted
There are 4 comments in total
author
reply
Show 2 replies
Say something",Commuting to work was smooth and station crowd level was manageable today at Wangsa Maju People shared regular commute and station photos No emergency notice was posted There are 4 comments in total author reply Show 2 replies Say something,0,normal_commute,synthetic_mock
mrt - 小红书搜索 - Google Chrome,1542,mock_post_1542.png,mrt - 小红书搜索 - Google Chrome,2026-02-23T09:42:00,"Xiaoxuan Talk Malaysia Official
focus on
Power trip caused brief outage and service resumed after technicians completed repair at Pasar Seni.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2024-10-13
There are 1 comments in total
author
reply
Show 3 replies
Say something",Power trip caused brief outage and service resumed after technicians completed repair at Pasar Seni Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2024 10 13 There are 1 comments in total author reply Show 3 replies Say something,1,incident_power_outage,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,1543,mock_post_1543.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-23T09:43:00,"Rapid commuter diary
focus on
Normal operation resumed and train intervals are back to schedule at KL Sentral.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2025-03-15
There are 15 comments in total
author
reply
Show 2 replies
Say something",Normal operation resumed and train intervals are back to schedule at KL Sentral People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2025 03 15 There are 15 comments in total author reply Show 2 replies Say something,0,normal_operation,synthetic_mock
mrt fault - 小红书搜索 - Google Chrome,1544,mock_post_1544.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-23T09:44:00,"Little Red Potato 66A1
focus on
Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Putra Heights.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 17 comments in total
author
reply
Show 1 replies
Say something",Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Putra Heights Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 17 comments in total author reply Show 1 replies Say something,1,incident_service_disruption,synthetic_mock
🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,1545,mock_post_1545.png,🇲🇾LRT KelanajayaLine通告，列车降速 - 小红书 - Google Chrome,2026-02-23T09:45:00,"Rapid commuter diary
focus on
General city transport post not related to outage or malfunction at Masjid Jamek.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2024-11-05
There are 12 comments in total
author
reply
Show 3 replies
Say something",General city transport post not related to outage or malfunction at Masjid Jamek People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2024 11 05 There are 12 comments in total author reply Show 3 replies Say something,0,normal_general,synthetic_mock
🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,1546,mock_post_1546.png,🇲🇾LRT停运 注意了‼️ - 小红书 - Google Chrome,2026-02-23T09:46:00,"City transit watcher
focus on
Commuters reported long queue and train delay after track maintenance at Universiti station at Ampang Park.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 5 comments in total
author
reply
Show 2 replies
Say something",Commuters reported long queue and train delay after track maintenance at Universiti station at Ampang Park Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 5 comments in total author reply Show 2 replies Say something,1,incident_delay,synthetic_mock
mrtkajang问题 - 小红书搜索 - Google Chrome,1547,mock_post_1547.png,mrtkajang问题 - 小红书搜索 - Google Chrome,2026-02-23T09:47:00,"Xiaoxuan Talk Malaysia Official
focus on
Commuting to work was smooth and station crowd level was manageable today at Wangsa Maju.
People shared regular commute and station photos
No emergency notice was posted
There are 16 comments in total
author
reply
Show 2 replies
Say something",Commuting to work was smooth and station crowd level was manageable today at Wangsa Maju People shared regular commute and station photos No emergency notice was posted There are 16 comments in total author reply Show 2 replies Say something,0,normal_commute,synthetic_mock
地铁 马来西亚 - 小红书搜索 - Google Chrome,1548,mock_post_1548.png,地铁 马来西亚 - 小红书搜索 - Google Chrome,2026-02-23T09:48:00,"Little Red Potato 66A1
focus on
Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Pasar Seni.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 17 comments in total
author
reply
Show 3 replies
Say something",Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Pasar Seni Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 17 comments in total author reply Show 3 replies Say something,1,incident_train_fault,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,1549,mock_post_1549.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-23T09:49:00,"City transit watcher
focus on
Commuting to work was smooth and station crowd level was manageable today at Pasar Seni.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-06-19
There are 13 comments in total
author
reply
Show 1 replies
Say something",Commuting to work was smooth and station crowd level was manageable today at Pasar Seni People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 06 19 There are 13 comments in total author reply Show 1 replies Say something,0,normal_commute,synthetic_mock
lrtkelanajaya线 - 小红书搜索 - Google Chrome,1550,mock_post_1550.png,lrtkelanajaya线 - 小红书搜索 - Google Chrome,2026-02-23T09:50:00,"Ootashi store
focus on
LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at Pasar Seni.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2024-08-22
There are 16 comments in total
author
reply
Show 2 replies
Say something",LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at Pasar Seni Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2024 08 22 There are 16 comments in total author reply Show 2 replies Say something,1,incident_breakdown,synthetic_mock
mrt kajang - 小红书搜索 - Google Chrome,1551,mock_post_1551.png,mrt kajang - 小红书搜索 - Google Chrome,2026-02-23T09:51:00,"Xiaoxuan Talk Malaysia Official
focus on
General city transport post not related to outage or malfunction at Universiti.
People shared regular commute and station photos
No emergency notice was posted
There are 6 comments in total
author
reply
Show 3 replies
Say something",General city transport post not related to outage or malfunction at Universiti People shared regular commute and station photos No emergency notice was posted There are 6 comments in total author reply Show 3 replies Say something,0,normal_general,synthetic_mock
lrt klcc - 小红书搜索 - Google Chrome,1552,mock_post_1552.png,lrt klcc - 小红书搜索 - Google Chrome,2026-02-23T09:52:00,"Xiaoxuan Talk Malaysia Official
focus on
Power trip caused brief outage and service resumed after technicians completed repair at KLCC.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 4 comments in total
author
reply
Show 1 replies
Say something",Power trip caused brief outage and service resumed after technicians completed repair at KLCC Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 4 comments in total author reply Show 1 replies Say something,1,incident_power_outage,synthetic_mock
mrt fault - 小红书搜索 - Google Chrome,1553,mock_post_1553.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-23T09:53:00,"Little Red Potato 66A1
focus on
No disruption observed and transfer between lines completed without waiting at Putra Heights.
People shared regular commute and station photos
No emergency notice was posted
There are 1 comments in total
author
reply
Show 1 replies
Say something",No disruption observed and transfer between lines completed without waiting at Putra Heights People shared regular commute and station photos No emergency notice was posted There are 1 comments in total author reply Show 1 replies Say something,0,normal_no_incident,synthetic_mock
mrt - 小红书搜索 - Google Chrome,1554,mock_post_1554.png,mrt - 小红书搜索 - Google Chrome,2026-02-23T09:54:00,"Rapid commuter diary
focus on
LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at Ampang Park.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2026-10-18
There are 7 comments in total
author
reply
Show 1 replies
Say something",LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at Ampang Park Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2026 10 18 There are 7 comments in total author reply Show 1 replies Say something,1,incident_breakdown,synthetic_mock
lrtkelanajaya线 - 小红书搜索 - Google Chrome,1555,mock_post_1555.png,lrtkelanajaya线 - 小红书搜索 - Google Chrome,2026-02-23T09:55:00,"City transit watcher
focus on
No disruption observed and transfer between lines completed without waiting at Ampang Park.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2024-12-06
There are 14 comments in total
author
reply
Show 3 replies
Say something",No disruption observed and transfer between lines completed without waiting at Ampang Park People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2024 12 06 There are 14 comments in total author reply Show 3 replies Say something,0,normal_no_incident,synthetic_mock
lrt is bad again - Xiaohongshu search - Google Chrome,1556,mock_post_1556.png,lrt is bad again - Xiaohongshu search - Google Chrome,2026-02-23T09:56:00,"Xiaoxuan Talk Malaysia Official
focus on
LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at KL Sentral.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 4 comments in total
author
reply
Show 1 replies
Say something",LRT Kelana Jaya line had a signaling issue during peak hour and trains moved slowly at KL Sentral Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 4 comments in total author reply Show 1 replies Say something,1,incident_breakdown,synthetic_mock
mrt fault - 小红书搜索 - Google Chrome,1557,mock_post_1557.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-23T09:57:00,"Leisurely kitten
focus on
Service update says all lines are stable with no major delay this morning at Kelana Jaya.
People shared regular commute and station photos
No emergency notice was posted
There are 18 comments in total
author
reply
Show 1 replies
Say something",Service update says all lines are stable with no major delay this morning at Kelana Jaya People shared regular commute and station photos No emergency notice was posted There are 18 comments in total author reply Show 1 replies Say something,0,normal_update,synthetic_mock
mrt fault - 小红书搜索 - Google Chrome,1558,mock_post_1558.png,mrt fault - 小红书搜索 - Google Chrome,2026-02-23T09:58:00,"Rapid commuter diary
focus on
Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Masjid Jamek.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2024-10-27
There are 16 comments in total
author
reply
Show 3 replies
Say something",Rapid KL announced temporary service disruption between KLCC and Gombak with shuttle support at Masjid Jamek Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2024 10 27 There are 16 comments in total author reply Show 3 replies Say something,1,incident_service_disruption,synthetic_mock
mrt kajang - 小红书搜索 - Google Chrome,1559,mock_post_1559.png,mrt kajang - 小红书搜索 - Google Chrome,2026-02-23T09:59:00,"Little Red Potato 66A1
focus on
Commuting to work was smooth and station crowd level was manageable today at KL Sentral.
People shared regular commute and station photos
No emergency notice was posted
There are 3 comments in total
author
reply
Show 2 replies
Say something",Commuting to work was smooth and station crowd level was manageable today at KL Sentral People shared regular commute and station photos No emergency notice was posted There are 3 comments in total author reply Show 2 replies Say something,0,normal_commute,synthetic_mock
lrt klcc - 小红书搜索 - Google Chrome,1560,mock_post_1560.png,lrt klcc - 小红书搜索 - Google Chrome,2026-02-23T10:00:00,"KL daily commuter
focus on
Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Wangsa Maju.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
Malaysia transport update 2024-03-26
There are 17 comments in total
author
reply
Show 2 replies
Say something",Kelana Jaya line maintenance phase affected frequency and caused crowding at stations at Wangsa Maju Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement Malaysia transport update 2024 03 26 There are 17 comments in total author reply Show 2 replies Say something,1,incident_maintenance_impact,synthetic_mock
mrt - 小红书搜索 - Google Chrome,1561,mock_post_1561.png,mrt - 小红书搜索 - Google Chrome,2026-02-23T10:01:00,"Ootashi store
focus on
Normal operation resumed and train intervals are back to schedule at Ampang Park.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2026-06-01
There are 8 comments in total
author
reply
Show 2 replies
Say something",Normal operation resumed and train intervals are back to schedule at Ampang Park People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2026 06 01 There are 8 comments in total author reply Show 2 replies Say something,0,normal_operation,synthetic_mock
lrt klcc - 小红书搜索 - Google Chrome,1562,mock_post_1562.png,lrt klcc - 小红书搜索 - Google Chrome,2026-02-23T10:02:00,"Xiaoxuan Talk Malaysia Official
focus on
Power trip caused brief outage and service resumed after technicians completed repair at Putra Heights.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 6 comments in total
author
reply
Show 2 replies
Say something",Power trip caused brief outage and service resumed after technicians completed repair at Putra Heights Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 6 comments in total author reply Show 2 replies Say something,1,incident_power_outage,synthetic_mock
mrt kajang - 小红书搜索 - Google Chrome,1563,mock_post_1563.png,mrt kajang - 小红书搜索 - Google Chrome,2026-02-23T10:03:00,"Ootashi store
focus on
Routine travel post about route tips and fare sharing at KL Sentral.
People shared regular commute and station photos
No emergency notice was posted
There are 17 comments in total
author
reply
Show 2 replies
Say something",Routine travel post about route tips and fare sharing at KL Sentral People shared regular commute and station photos No emergency notice was posted There are 17 comments in total author reply Show 2 replies Say something,0,normal_travel_tip,synthetic_mock
mrtkajang问题 - 小红书搜索 - Google Chrome,1564,mock_post_1564.png,mrtkajang问题 - 小红书搜索 - Google Chrome,2026-02-23T10:04:00,"Little Red Potato 66A1
focus on
Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Kelana Jaya.
Passengers shared delay slip and crowding evidence during rush hour
Rapid KL staff guided queue and temporary shuttle arrangement
There are 4 comments in total
author
reply
Show 3 replies
Say something",Passengers were asked to get off at Pasar Seni due to train fault and wait for replacement at Kelana Jaya Passengers shared delay slip and crowding evidence during rush hour Rapid KL staff guided queue and temporary shuttle arrangement There are 4 comments in total author reply Show 3 replies Say something,1,incident_train_fault,synthetic_mock
lrtkelanajaya线 - 小红书搜索 - Google Chrome,1565,mock_post_1565.png,lrtkelanajaya线 - 小红书搜索 - Google Chrome,2026-02-23T10:05:00,"Xiaoxuan Talk Malaysia Official
focus on
Commuting to work was smooth and station crowd level was manageable today at Kelana Jaya.
People shared regular commute and station photos
No emergency notice was posted
Malaysia transport update 2025-04-11
There are 2 comments in total
author
reply
Show 1 replies
Say something",Commuting to work was smooth and station crowd level was manageable today at Kelana Jaya People shared regular commute and station photos No emergency notice was posted Malaysia transport update 2025 04 11 There are 2 comments in total author reply Show 1 replies Say something,0,normal_commute,synthetic_mock
